"";"hashed_id";"profession_declaree";"profession_recode"
"4327";8050;"Entrepreneuse du bâtiment (tous corps d'état)";"Entrepreneuse du bâtiment (tous corps d'état)"
"4328";6633;"Responsable planning";"Responsable de planification"
"4329";4655;"Libraire";"Libraire"
"4330";4746;"Assistante de vie";"Assistante de vie"
"4331";6610;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"4332";9323;"Archiviste";"Archiviste"
"4333";7598;"Community manager";"Community manager"
"4334";4944;"Agent commercial indépendant";"Agent commercial indépendant"
"4335";2249;"Contrôleur de gestion";"Contrôleur de gestion"
"4336";8101;"Oenologue";"Œnologue"
"4337";8852;"Responsable commercial";"Responsable commercial"
"4338";9440;"Gestionnaire de système informatique";"Gestionnaire de système informatique"
"4339";5072;"Gynécologue-Obstétricien";"Gynécologue"
"4340";5476;"Cheminot";"Conducteur de train"
"4341";8722;"Secrétaire médicale";"Secrétaire médicale"
"4342";7005;"Aide soignant";"Aide-soignant"
"4343";3872;"Chef d'entreprise de production industrielle";"Chef d'entreprise de l'industrie"
"4344";7158;"Responsable de gestion immobilière locative";"Responsable de gestion immobilière locative"
"4345";9093;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"4346";1514;"Ingénieur commercial grands comptes";"Ingénieur commercial grands comptes"
"4347";7733;"Hôtesse d'accueil standardiste";"Hôtesse d'accueil standardiste"
"4348";4822;"Infirmier a domicile";"Infirmier à domicile"
"4349";1297;"Développeur web";"Développeur web"
"4350";4880;"Médecin généraliste";"Médecin généraliste"
"4351";9155;"Autoentrepreneur";NA
"4352";223;"Assistante administrative d'entreprise";"Assistante administrative d'entreprise"
"4353";385;"Technicien administratif de l'État";"Technicien administratif de l'État"
"4354";1645;"Consultant en organisation";"Consultant en organisation"
"4355";5518;"Ingénieur dans le transport";"Ingénieur dans le transport"
"4356";769;"Commercial en produits agroalimentaires";"Commercial en produits agroalimentaires"
"4357";4750;"Assistante de gestion administrative";"Assistante de gestion administrative"
"4358";1008;"Factrice";"Factrice"
"4359";5527;"Artisan boulanger";"Artisan boulanger"
"4360";3192;"Collaborateur d'architecte";"Collaborateur d'architecte"
"4361";4978;"Cadre";NA
"4362";5837;"Cadre technique de fabrication industrielle";"Cadre technique de fabrication industrielle"
"4363";6052;"Analyste financière";"Analyste financière"
"4364";1636;"Juriste";"Juriste"
"4365";6434;"Secrétaire assistante de direction";"Secrétaire assistante de direction"
"4366";2449;"OSTEOPATHE";"Ostéopathe"
"4367";3084;"auto-entrepreneur";NA
"4368";10013;"Barman";"Barman"
"4369";8675;"podologue";"Pédicure-podologue"
"4370";495;"Directeur d'agence BTP";"Directeur d'agence BTP"
"4371";8993;"Préparatrice en pharmacie";"Préparatrice en pharmacie"
"4372";6146;"Fraiseur de l'industrie des métaux";"Fraiseur de l'industrie des métaux"
"4373";4813;"Projeteur BTP";"Projeteur BTP"
"4374";1978;"Commercial en services aux entreprises";"Commercial en services aux entreprises"
"4375";5522;"Haut fonctionnaire de défense et de sécurité (HFDS)";"Haut fonctionnaire de défense et de sécurité (HFDS)"
"4376";9764;"Experte back-office";"Experte back-office"
"4377";5136;"Designer graphique";"Designer graphique"
"4378";4508;"Commerçante en jardinerie";"Commerçante en jardinerie"
"4379";5951;"Magasinier cariste";"Magasinier cariste"
"4380";21;"Officier de la marine nationale";"Officier de la marine nationale"
"4381";1919;"Assistant comptable";"Assistant comptable"
"4382";8658;"Employé aux achats";"Employé aux achats"
"4383";9844;"Infirmier";"Infirmier"
"4384";1221;"Aide soignante";"Aide-soignante"
"4385";262;"Gestionnaire de base de données";"Gestionnaire de base de données"
"4386";541;"Esthéticienne";"Esthéticienne"
"4387";7141;"Directeur de projet informatique";"Directeur de projet informatique"
"4388";1888;"Data manager";"Data analyst"
"4389";5794;"Danseur contemporain";"Danseur contemporain"
"4390";154;"fonction";NA
"4391";4466;"Correspondant informatique";"Correspondant informatique"
"4392";979;"Responsable communication";"Responsable communication"
"4393";7245;"Technicien intermittent du spectacle";"Technicien du spectacle"
"4394";9403;"Enseignant";"Enseignant certifié en collège"
"4395";5041;"Ingénieur commercial";"Ingénieur commercial"
"4396";89;"Administrateur de la fonction publique d'État";"Administrateur de la fonction publique d'État"
"4397";1489;"Infirmière spécialisée";"Infirmière spécialisée"
"4398";9257;"Charge d’affaires";"Chargée d'affaires bancaires"
"4399";10369;"Gestionnaire des Ressources Humaines";"Gestionnaire des ressources humaines (RH) d'entreprise"
"4400";8702;"Psychologue clinicienne";"Psychologue clinicienne"
"4401";7399;"Assistant de service social";"Assistant de service social"
"4402";440;"Conducteur de car";"Conducteur de bus, de car"
"4403";9458;"Chef de service hospitalier (médecin)";"Chef de service hospitalier (médecin)"
"4404";851;"conseillère en séjours";"Voyagiste"
"4405";3385;"Employée administrative (gestion)";"Employée administrative (gestion)"
"4406";9109;"Ingénieur dans le transport";"Ingénieur dans le transport"
"4407";1586;"Puéricultrice hôpital";"Puéricultrice"
"4408";4956;"Informatique";NA
"4409";4478;"Agent administratif de l'assurance maladie";"Agent administratif de l'assurance maladie"
"4410";728;"Murailler";"Maçon"
"4411";9838;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"4412";2515;"Gestionnaire de sinistres Assurance";"Gestionnaire sinistre"
"4413";8603;"Contrôleur de qualite";"Technicien contrôle qualité"
"4414";7953;"N";NA
"4415";1147;"Agent de maîtrise de la métallurgie";"Agent de maîtrise de la métallurgie"
"4416";7712;"Agent technique des travaux publics";"Agent technique des travaux publics"
"4417";8631;"Moniteur d atelier";"Moniteur d'atelier"
"4418";7042;"Gestionnaire";NA
"4419";3833;"Ingénieur d'affaires";"Ingénieur d'affaires"
"4420";8564;"Administratrice de banque";"Administratrice de banque"
"4421";3402;"Acheteur industriel";"Acheteur industriel"
"4422";6071;"Auxiliaire de vie à domicile";"Auxiliaire de vie à domicile"
"4423";3199;"Professeur de sport (hors établissement scolaire)";"Professeur de sport (hors établissement scolaire)"
"4424";9588;"Auxiliaire de vie à domicile";"Auxiliaire de vie à domicile"
"4425";9980;"Apprentie atsem";"Agent territorial spécialisé des écoles maternelles (ATSEM)"
"4426";883;"Secrétaire administrative d'entreprise";"Secrétaire administrative d'entreprise"
"4427";6499;"Aide cuisinière";"Aide cuisinière"
"4428";420;"Manager";"Business manager"
"4429";9183;"assistante ménagère";"Assistante ménagère"
"4430";6767;"Sertisseur";"Sertisseur"
"4431";3771;"Architecte maître d'œuvre";"Architecte maître d'œuvre"
"4432";10124;"Vendeuse";"Vendeuse de fleurs"
"4433";8133;"Vendeuse en alimentation";"Vendeuse en alimentation"
"4434";6528;"Pâtissier";"Pâtissier"
"4435";5010;"Technicien d'études en télécommunication";"Technicien d'études en télécommunication"
"4436";14;"Professeur";"Enseignant certifié en collège"
"4437";8160;"Cadre commercial";"Cadre commercial"
"4438";9238;"Buraliste";"Buraliste"
"4439";5492;"Lycéen";NA
"4440";6034;"Technicienne administrative";"Technicienne administrative"
"4441";5671;"Medical";NA
"4442";9053;"Mécanicien réparateur poids lourd";"Mécanicien réparateur poids lourds"
"4443";9910;"Technicien hygiène sécurité environnement (HSE)";"Technicien hygiène sécurité environnement (HSE)"
"4444";3255;"Psychologue clinicienne";"Psychologue clinicienne"
"4445";4379;"Enseignante agrégée en lycée";"Enseignante agrégée en lycée"
"4446";3643;"Rex";NA
"4447";8623;"Conseillère clientèle distribution d'énergie";"Conseillère clientèle distribution d'énergie"
"4448";1605;"AESH";"Accompagnante des élèves en situation de handicap (AESH)"
"4449";4917;"Paysagiste";"Paysagiste"
"4450";2804;"Chauffeur-livreur (camionnette)";"Chauffeur-livreur (camionnette)"
"4451";5484;"Secrétaire Médicale";"Secrétaire médicale"
"4452";3895;"Technicienne qualité";"Technicienne qualité"
"4453";2562;"DGS";"Directeur général des services territoriaux (moins de 80 000 habitants)"
"4454";8086;"Étudiant ingénieur";NA
"4455";7258;"Comptable d'entreprise";"Comptable d'entreprise"
"4456";4606;"Conseiller commercial en automobiles";"Conseiller commercial en automobiles"
"4457";4680;"Chimiste";"Chimiste"
"4458";8300;"Architecte maître d'œuvre";"Architecte maître d'œuvre"
"4459";8968;"agent qualité";"Assistant qualité"
"4460";4671;"Major de la gendarmerie";"Major de la gendarmerie"
"4461";5945;"Infirmière diplômée d'État";"Infirmière diplômée d'État"
"4462";2026;"Doctorante contractuelle enseignante";"Doctorante contractuelle enseignante"
"4463";5348;"Artisan boulanger";"Artisan boulanger"
"4464";5652;"Secrétaire comptable";"Secrétaire comptable"
"4465";340;"Responsable des ressources humaines d'entreprise";"Responsable des ressources humaines (RH) d'entreprise"
"4466";97;"Agent commercial de banque";"Agent commercial de banque"
"4467";7096;"Attachée commerciale (vente de services aux entreprises)";"Attachée commerciale (vente de services aux entreprises)"
"4468";5665;"Psychologue clinicien";"Psychologue clinicien"
"4469";4177;"Ergonome";"Ergonome"
"4470";8463;"Entrepreneur du bâtiment (tous corps d'état)";"Entrepreneur du bâtiment (tous corps d'état)"
"4471";7682;"assistante dentaire";"Assistante dentaire"
"4472";8455;"Responsable magasin";"Responsable de magasin du commerce"
"4473";2131;"ingenieur";NA
"4474";4015;"Cuisinier";"Cuisinier"
"4475";2606;"Agent administratif des collectivités territoriales";"Agent administratif des collectivités territoriales"
"4476";8504;"Assembleur monteur";"Assembleur monteur"
"4477";7294;"Coiffeuse du spectacle et de l'audiovisuel";"Coiffeuse du spectacle et de l'audiovisuel"
"4478";7998;"Investissement";NA
"4479";3327;"Convoyeur de véhicules";"Convoyeur de bateaux"
"4480";8044;"Employee";NA
"4481";10146;"Fonctionnaire de collecte locale";NA
"4482";3356;"Chef de projet d'affaires";"Chef de projet d'affaires"
"4483";1256;"Cabinet d’avocats";"Avocat"
"4484";9835;"Commerçant";"Commerçant en alimentation"
"4485";660;"Aide soignante";"Aide-soignante"
"4486";1283;"Responsable adjointe";NA
"4487";2927;"Développeur en informatique";"Développeur en informatique"
"4488";1474;"Professeure certifiée en lycée (CAPES, CAPET)";"Professeure certifiée en lycée"
"4489";7708;"Conducteur receveur";"Conducteur-receveur"
"4490";3409;"Musicien saxophoniste jazz musiques actuelles";"Musicien"
"4491";10270;"Assistant de service social";"Assistant de service social"
"4492";7413;"Chargée d’études";"Chargée d'études de marché"
"4493";9373;"Comptable";"Technicien comptable"
"4494";30;"Médecin hospitalier (praticien hospitalier)";"Médecin hospitalier (praticien hospitalier)"
"4495";5214;"Consultante formatrice";"Consultante formatrice"
"4496";4918;"Controleuse";"Contrôleuse des transports"
"4497";5397;"Mère au foyer";NA
"4498";638;"Contrôleur des Finances publiques";"Contrôleur des Finances publiques"
"4499";787;"Direction commerciale";"Directrice commerciale"
"4500";9921;"Administratrice de la fonction publique d'État";"Administratrice de la fonction publique d'État"
"4501";875;"CONTROLEUR DES FINANCES PUBLIQUES";"Contrôleur des Finances publiques"
"4502";6857;"Logisticien";"Logisticien"
"4503";467;"Instit";"Instituteur"
"4504";8312;"Ingénieure packaging";"Ingénieure commerciale"
"4505";8386;"Directeur comptable";"Directeur comptable"
"4506";4353;"Secrétaire assistante";"Secrétaire assistante"
"4507";10191;"Mode";NA
"4508";5259;"Responsable comptable";"Responsable comptable"
"4509";1231;"Réalisateur de radio";"Réalisateur de programmes audiovisuels"
"4510";7338;"Cuisinier de collectivité";"Cuisinier de collectivité"
"4511";1655;"Ingénieur recherche et développement (R&D) de l'industrie";"Ingénieur recherche et développement (R&D) de l'industrie"
"4512";8497;"Facteur";"Facteur"
"4513";8403;"Mécanicien d'entretien automobile";"Mécanicien d'entretien automobile"
"4514";3107;"Pharmacien d'officine";"Pharmacien d'officine"
"4515";8737;"Agent de service hospitalier (ASH)";"Agent de service hospitalier (ASH)"
"4516";1964;"Employée polyvalente du commerce";"Employée polyvalente du commerce"
"4517";8673;"Technicien d'exploitation énergie";"Technicien d'exploitation énergie"
"4518";2953;"Maçon";"Maçon"
"4519";10301;"Facteur";"Facteur"
"4520";7440;"Business manager";"Business manager"
"4521";8962;"Médecin hospitalier (praticienne hospitalière)";"Médecin hospitalier (praticienne hospitalière)"
"4522";3493;"Vendeuse conseil magasin d'habillement (VCM)";"Vendeuse conseil magasin d'habillement (VCM)"
"4523";10227;"Responsable administrative";"Responsable administrative d'entreprise"
"4524";6292;"electricien";"Électricien du bâtiment"
"4525";3384;"Agent commercial immobilier";"Agent commercial immobilier"
"4526";9421;"Veterinaire";"Vétérinaire"
"4527";5070;"Assistante maternelle agréée";"Assistante maternelle agréée"
"4528";684;"Direction restaurant gastronomique";"Directeur de restaurant"
"4529";8172;"Secrétaire après vente";"Secrétaire"
"4530";1683;"Assistante administrative d'entreprise";"Assistante administrative d'entreprise"
"4531";24;"Employer de mairie";"Secrétaire de mairie"
"4532";5993;"Assistante maternelle agréée";"Assistante maternelle agréée"
"4533";4617;"Cadre en logistique";"Cadre logistique"
"4534";1140;"Cadre administratif d'entreprise";"Cadre administratif d'entreprise"
"4535";2540;"Opératrice de conditionnement dans l'industrie pharmaceutique";"Opératrice de conditionnement dans l'industrie pharmaceutique"
"4536";9163;"Manager";"Business manager"
"4537";2787;"Chargée de communication";"Chargée de communication"
"4538";5288;"Directeur de projet technique ou industriel";"Directeur de projet technique ou industriel"
"4539";4265;"Chef de projet contrôle qualité";"Chef de projet contrôle qualité"
"4540";3890;"Aide à domicile";"Aide à domicile"
"4541";9306;"employée a domicile";"Employée de maison"
"4542";247;"Médecin";"Médecin généraliste"
"4543";8953;"Carreleur";"Carreleur"
"4544";4772;"GERANT STE";"Gérant de station service"
"4545";2053;"Autre";NA
"4546";3099;"Second maître de la marine nationale";"Second maître de la marine nationale"
"4547";6155;"Lieutenant des sapeurs-pompiers";"Lieutenant des sapeurs-pompiers"
